941
324, 596
210, 177
270, 639
578, 274
547, 222
173, 164
612, 253
144, 209
268, 588
317, 628
342, 607
188, 151
597, 246
592, 235
145, 184
184, 184
588, 273
563, 240
217, 174
245, 600
166, 171
227, 227
178, 221
151, 158
563, 290
278, 561
278, 640
613, 275
286, 634
191, 161
195, 170
214, 165
284, 617
340, 632
323, 637
199, 160
220, 204
196, 167
148, 187
296, 591
561, 223
282, 597
324, 637
310, 582
186, 166
332, 636
580, 200
565, 279
308, 645
197, 184
188, 152
189, 186
194, 135
205, 161
297, 600
194, 174
158, 223
594, 271
182, 180
313, 587
278, 620
555, 229
565, 255
585, 268
290, 606
315, 568
201, 143
573, 246
335, 554
214, 145
556, 240
340, 638
291, 594
557, 226
188, 189
344, 639
624, 230
564, 200
574, 226
561, 266
289, 631
616, 250
265, 638
293, 584
561, 223
316, 640
557, 234
276, 573
201, 148
324, 610
158, 193
292, 598
576, 291
337, 662
174, 166
215, 194
586, 224
544, 207
583, 292
569, 249
295, 614
171, 142
297, 584
272, 622
578, 263
172, 185
185, 176
331, 612
278, 677
187, 209
266, 661
184, 180
334, 642
597, 248
178, 149
641, 259
590, 283
582, 226
273, 634
595, 252
187, 238
182, 195
629, 311
571, 226
270, 663
198, 207
547, 301
549, 237
556, 230
258, 589
274, 635
282, 638
606, 272
369, 665
587, 261
193, 180
575, 235
344, 651
161, 212
350, 606
212, 163
575, 246
279, 629
219, 172
328, 629
198, 172
178, 172
559, 250
534, 222
316, 640
328, 594
289, 616
314, 659
172, 160
310, 656
215, 184
579, 269
273, 627
532, 178
563, 258
609, 274
225, 162
344, 601
181, 150
279, 645
571, 224
170, 199
300, 626
285, 664
350, 604
298, 633
584, 275
156, 113
574, 240
285, 646
192, 183
303, 630
204, 161
192, 195
269, 595
546, 212
180, 201
612, 217
142, 158
576, 237
289, 630
210, 164
208, 196
309, 641
563, 263
218, 178
328, 631
581, 192
166, 155
632, 251
193, 123
162, 188
367, 673
629, 235
555, 238
285, 596
190, 171
148, 142
202, 169
270, 663
184, 176
192, 183
214, 176
568, 235
190, 176
286, 666
297, 642
545, 244
368, 595
162, 172
596, 215
303, 624
353, 624
190, 124
195, 174
216, 142
536, 232
579, 293
324, 643
243, 191
284, 643
210, 167
162, 209
586, 250
573, 230
574, 272
562, 294
293, 631
202, 169
203, 153
569, 298
551, 212
203, 176
145, 163
347, 579
566, 245
286, 602
548, 216
283, 624
595, 226
569, 265
262, 660
269, 644
309, 595
332, 657
598, 268
316, 664
555, 250
272, 615
593, 267
575, 299
601, 260
189, 171
296, 654
197, 186
166, 178
534, 308
314, 638
187, 150
183, 147
177, 158
579, 204
313, 620
569, 242
570, 277
555, 222
219, 139
325, 673
321, 611
192, 169
318, 587
348, 650
601, 232
574, 186
561, 227
337, 629
157, 172
157, 189
582, 285
278, 597
608, 269
210, 160
142, 180
324, 567
545, 266
354, 620
304, 691
595, 301
291, 602
561, 284
208, 149
307, 591
208, 181
589, 198
167, 191
369, 592
292, 629
217, 182
607, 259
566, 247
559, 253
564, 254
271, 606
593, 269
566, 254
333, 589
324, 601
577, 275
315, 613
546, 246
152, 155
218, 158
160, 229
173, 158
304, 634
557, 285
296, 606
521, 230
159, 155
590, 254
599, 185
280, 630
599, 250
307, 600
234, 202
278, 610
580, 226
574, 234
146, 172
297, 610
293, 591
207, 155
310, 640
182, 179
576, 322
600, 263
329, 589
578, 226
292, 602
190, 192
580, 237
163, 198
193, 219
211, 182
560, 257
572, 237
581, 233
248, 218
307, 589
180, 180
329, 644
222, 175
317, 635
594, 237
296, 622
174, 162
158, 187
321, 604
287, 616
218, 187
581, 244
620, 216
589, 265
272, 608
585, 275
591, 216
178, 183
584, 245
187, 216
184, 144
168, 196
265, 596
320, 666
360, 677
542, 234
303, 650
559, 221
248, 616
567, 252
309, 611
202, 147
600, 262
572, 259
188, 183
636, 231
628, 227
198, 167
286, 621
161, 134
322, 626
341, 601
169, 148
299, 638
570, 238
293, 633
202, 180
295, 618
543, 256
252, 656
183, 100
140, 192
183, 231
171, 170
207, 194
266, 619
570, 222
546, 234
180, 187
190, 211
212, 190
148, 148
271, 625
553, 260
283, 666
551, 278
598, 268
290, 562
570, 228
544, 201
303, 672
586, 256
176, 178
328, 600
332, 668
339, 585
327, 640
183, 168
594, 244
167, 197
144, 212
301, 592
569, 232
597, 198
176, 142
196, 182
334, 653
318, 604
159, 144
183, 168
617, 228
182, 184
557, 209
336, 652
160, 141
597, 247
186, 173
583, 281
578, 255
600, 235
566, 234
318, 639
186, 198
580, 244
599, 247
298, 622
615, 231
206, 178
